Fitness,Violaciones
569.1143067867923,0.1436556352052329
260.02350172158725,0.03674947395082869
610.5955813361617,0.05908716290422372
496.8663638547083,0.007956647261900703
318.3379349936152,0.007964613579673863
251.17111520616345,0.008704496649939292
291.85123506589355,0.009762582326354227
478.33716816794754,0.002825466107259415
546.5750314726895,0.3028364815246108
292.62990241739243,0.0019409221846066911
558.7657542116148,0.05801347740462691
321.0636036281434,0.015063263085656226
348.83396791647044,0.01444145426923563
221.86800370616038,0.0014972817875448545
397.5370868841591,0.04041732166592346
445.2574725165767,0.0006301442902661973
326.68207767501355,0.023720884720694786
498.87445793494675,0.034554685065682406
524.6598465170612,0.02668486818069922
267.42102796211987,0.009852880387112878
650.8051634701882,0.11684838991139879
661.6859300485172,0.00644758713661437
352.7685552023623,0.556620549314808
318.4467073607644,0.018752256690635117
358.6068972901291,0.03308237918919195
